shipment_id,source_hub,destination_hub,intermediate_hub,corridor,route_id,route_type,vehicle_type,route_distance,traffic_level,weather_condition,congestion_score,num_stops,hub_load,hub_capacity,shipment_priority,time_of_day,day_of_week,actual_delivery_time,promised_delivery_time,delivery_time_hrs,delay_minutes,sla_breach,shipment_datetime
SHP02240,Bangalore,Kochi,,General Network,Bangalore_Kochi,Mixed,Container,1116,0.64,Rain,0.772,2,0.97,4200,Standard,Morning Rush,Wednesday,48.584,31.662,48.584,1602.1,0,2024-11-27 09:00:00
SHP02241,Indore,Vizag,,General Network,Indore_Vizag,Highway,FTL Truck,1437,0.76,Heavy Rain,0.704,0,0.62,1400,Express,Morning Rush,Tuesday,48.696,26.969,48.696,1844.0,1,2024-09-17 07:00:00
SHP02242,Jaipur,Mumbai,,General Network,Jaipur_Mumbai,City Road,FTL Truck,543,0.41,Cloudy,0.338,6,0.23,2200,Same-Day,Night,Sunday,21.222,24.0,21.222,342.5,0,2024-06-23 22:00:00
SHP02243,Bhopal,Vadodara,,General Network,Bhopal_Vadodara,Mixed,FTL Truck,1789,0.8,Clear,0.88,0,1.0,1200,Express,Evening Rush,Tuesday,46.493,40.062,46.493,1000.6,0,2024-05-28 19:00:00
SHP02244,Bhopal,Jaipur,,General Network,Bhopal_Jaipur,City Road,Carting Vehicle,2431,0.74,Fog,0.756,2,0.78,1200,Standard,Afternoon,Thursday,222.281,72.0,222.281,7780.3,1,2024-08-22 14:00:00
SHP02245,Vizag,Jaipur,,General Network,Vizag_Jaipur,Mixed,Container,2459,0.17,Storm,0.238,0,0.34,850,Same-Day,Afternoon,Thursday,102.634,24.0,102.634,3265.1,1,2024-08-01 17:00:00
SHP02246,Chennai,Patna,Hyderabad,General Network,Chennai_Patna,Expressway,Container,2472,0.67,Rain,0.55,2,0.37,3500,Economy,Evening Rush,Friday,74.314,41.737,74.314,2622.0,0,2024-09-13 18:00:00
SHP02247,Indore,Jaipur,,General Network,Indore_Jaipur,Rural,Carting Vehicle,1414,0.89,Clear,0.842,4,0.77,1400,Economy,Afternoon,Saturday,82.722,57.352,82.722,2449.5,0,2024-03-16 14:00:00
SHP02248,Vizag,Chandigarh,,General Network,Vizag_Chandigarh,Expressway,Carting Vehicle,2431,0.47,Rain,0.646,5,0.91,850,Standard,Afternoon,Wednesday,69.407,46.807,69.407,2117.3,0,2024-05-08 16:00:00
SHP02249,Chennai,Vizag,,General Network,Chennai_Vizag,Highway,Container,2216,0.28,Storm,0.328,0,0.4,3500,Same-Day,Night,Friday,75.557,24.0,75.557,2578.1,1,2024-08-30 22:00:00
SHP02250,Kochi,Vizag,,General Network,Kochi_Vizag,Mixed,FTL Truck,894,0.49,Clear,0.498,3,0.51,800,Express,Evening Rush,Wednesday,20.478,22.029,20.478,334.7,0,2024-03-13 20:00:00
SHP02251,Kolkata,Hyderabad,,General Network,Kolkata_Hyderabad,City Road,FTL Truck,1128,0.83,Heavy Rain,0.73,1,0.58,3200,Express,Evening Rush,Saturday,89.422,44.275,89.422,3431.6,1,2024-06-22 21:00:00
SHP02252,Delhi,Pune,,General Network,Delhi_Pune,City Road,FTL Truck,215,0.87,Fog,0.762,5,0.6,4800,Standard,Midday,Wednesday,16.987,12.456,16.987,650.6,0,2024-01-10 10:00:00
SHP02253,Kochi,Lucknow,,General Network,Kochi_Lucknow,Rural,Express Van,1249,0.7,Heavy Rain,0.588,6,0.42,800,Express,Night,Monday,65.042,35.32,65.042,2454.4,1,2024-03-04 22:00:00
SHP02254,Bhopal,Chandigarh,Delhi,General Network,Bhopal_Chandigarh,Mixed,Mini Truck,1162,0.48,Storm,0.524,5,0.59,1200,Standard,Morning Rush,Monday,68.63,31.979,68.63,2826.7,0,2024-12-30 09:00:00
SHP02255,Lucknow,Mumbai,Nagpur,General Network,Lucknow_Mumbai,Mixed,Carting Vehicle,1695,0.77,Cloudy,0.814,1,0.88,2000,Same-Day,Midday,Wednesday,57.909,24.0,57.909,1214.5,1,2024-06-26 13:00:00
SHP02256,Hyderabad,Kolkata,,General Network,Hyderabad_Kolkata,Rural,Container,2127,0.22,Cloudy,0.296,2,0.41,3800,Express,Evening Rush,Thursday,67.284,48.0,67.284,700.6,1,2024-07-04 20:00:00
SHP02257,Delhi,Pune,,General Network,Delhi_Pune,Highway,Carting Vehicle,2254,0.18,Storm,0.488,2,0.95,4800,Same-Day,Evening Rush,Sunday,81.486,24.0,81.486,2635.1,1,2024-07-21 21:00:00
SHP02258,Coimbatore,Lucknow,Bhopal,General Network,Coimbatore_Lucknow,City Road,Mini Truck,2390,0.4,Clear,0.54,5,0.75,900,Same-Day,Evening Rush,Friday,87.246,24.0,87.246,682.4,1,2024-08-16 21:00:00
SHP02259,Kochi,Ahmedabad,,General Network,Kochi_Ahmedabad,Mixed,Carting Vehicle,1398,0.22,Cloudy,0.416,1,0.71,800,Same-Day,Evening Rush,Tuesday,35.333,24.0,35.333,256.0,1,2024-05-28 19:00:00
SHP02260,Patna,Chandigarh,,General Network,Patna_Chandigarh,Mixed,Container,1872,0.99,Storm,0.858,6,0.66,1100,Standard,Afternoon,Thursday,147.568,49.031,147.568,6651.7,1,2024-04-25 16:00:00
SHP02261,Lucknow,Nagpur,,General Network,Lucknow_Nagpur,Mixed,FTL Truck,802,0.74,Cloudy,0.632,3,0.47,2000,Standard,Evening Rush,Friday,25.169,19.5,25.169,708.1,0,2024-04-19 21:00:00
SHP02262,Bhopal,Hyderabad,,General Network,Bhopal_Hyderabad,Expressway,Container,1544,0.92,Storm,0.82,6,0.67,1200,Express,Evening Rush,Monday,70.381,28.346,70.381,3075.6,1,2024-09-09 20:00:00
SHP02263,Chandigarh,Kochi,Surat,General Network,Chandigarh_Kochi,City Road,FTL Truck,209,0.6,Cloudy,0.648,0,0.72,1000,Standard,Midday,Sunday,10.392,11.147,10.392,265.2,0,2024-07-21 11:00:00
SHP02264,Chandigarh,Surat,,General Network,Chandigarh_Surat,Mixed,Express Van,291,0.88,Rain,0.852,6,0.81,1000,Standard,Morning Rush,Monday,12.879,9.012,12.879,519.7,0,2024-12-09 06:00:00
SHP02265,Mumbai,Delhi,,Western Corridor,Mumbai_Delhi,Rural,Container,732,0.73,Storm,0.806,2,0.92,5000,Same-Day,Evening Rush,Monday,58.068,24.0,58.068,2335.8,1,2024-10-28 18:00:00
SHP02266,Hyderabad,Surat,,General Network,Hyderabad_Surat,Mixed,Express Van,737,0.2,Cloudy,0.24,3,0.3,3800,Standard,Midday,Saturday,14.157,18.344,14.157,208.5,0,2024-05-11 12:00:00
SHP02267,Ahmedabad,Nagpur,Pune,General Network,Ahmedabad_Nagpur,City Road,Express Van,1912,0.71,Heavy Rain,0.722,3,0.74,2600,Economy,Evening Rush,Thursday,152.019,66.086,152.019,6271.0,1,2024-06-20 21:00:00
SHP02268,Bangalore,Mumbai,Chennai,Western-Southern Corridor,Bangalore_Mumbai,Rural,Container,427,0.18,Storm,0.188,3,0.2,4200,Economy,Evening Rush,Tuesday,32.831,18.982,32.831,1300.0,0,2024-01-16 19:00:00
SHP02269,Chandigarh,Jaipur,,General Network,Chandigarh_Jaipur,Expressway,Container,2032,0.79,Heavy Rain,0.822,2,0.87,1000,Economy,Afternoon,Thursday,84.885,36.716,84.885,3583.3,0,2024-03-28 15:00:00
SHP02270,Nagpur,Bhopal,,General Network,Nagpur_Bhopal,Expressway,FTL Truck,1700,0.3,Fog,0.372,1,0.48,1600,Express,Evening Rush,Sunday,30.91,25.713,30.91,780.9,0,2024-09-29 20:00:00
SHP02271,Indore,Coimbatore,,General Network,Indore_Coimbatore,City Road,Mini Truck,337,0.97,Rain,0.906,5,,1400,Standard,Afternoon,Tuesday,28.682,16.753,28.682,1079.0,0,2024-07-16 14:00:00
SHP02272,Bhopal,Bangalore,,General Network,Bhopal_Bangalore,City Road,FTL Truck,943,0.33,Storm,0.502,6,0.76,1200,Economy,Midday,Sunday,86.673,39.109,86.673,3583.8,0,2024-07-21 11:00:00
SHP02273,Patna,Surat,,General Network,Patna_Surat,Expressway,Express Van,2488,0.3,,0.536,0,0.89,1100,Same-Day,Morning Rush,Tuesday,53.464,24.0,53.464,1841.4,1,2024-01-09 07:00:00
SHP02274,Pune,Bhopal,,General Network,Pune_Bhopal,City Road,FTL Truck,339,0.42,Storm,0.356,2,0.26,2800,Standard,Morning Rush,Monday,30.068,17.452,30.068,1222.9,0,2024-12-30 07:00:00
SHP02275,Coimbatore,Chennai,,General Network,Coimbatore_Chennai,Highway,Carting Vehicle,1127,0.89,Cloudy,0.834,3,0.75,900,Same-Day,Afternoon,Thursday,31.694,24.0,31.694,774.7,1,2024-10-31 16:00:00
SHP02276,Vizag,Indore,,General Network,Vizag_Indore,Expressway,FTL Truck,2477,0.4,Heavy Rain,0.416,4,0.44,850,Economy,Evening Rush,Tuesday,71.454,37.669,71.454,2722.8,0,2024-11-05 18:00:00
SHP02277,Vadodara,Chennai,,General Network,Vadodara_Chennai,Rural,Mini Truck,1105,0.11,Rain,0.358,4,0.73,750,Express,Evening Rush,Tuesday,40.97,38.506,40.97,821.2,0,2024-04-09 21:00:00
SHP02278,Bhopal,Mumbai,,General Network,Bhopal_Mumbai,City Road,Mini Truck,413,0.78,Clear,0.82,2,0.88,1200,Express,Morning Rush,Thursday,20.955,18.586,20.955,470.7,0,2024-11-07 08:00:00
SHP02279,Kolkata,Indore,,General Network,Kolkata_Indore,Highway,Mini Truck,1594,0.78,Storm,0.7,5,0.58,3200,Same-Day,Afternoon,Thursday,69.505,24.0,69.505,2841.9,1,2024-12-19 16:00:00
SHP02280,Mumbai,Patna,Ahmedabad,General Network,Mumbai_Patna,City Road,Carting Vehicle,1007,0.59,Clear,0.714,1,0.9,5000,Express,Evening Rush,Thursday,53.12,48.0,53.12,885.5,1,2024-09-26 21:00:00
SHP02281,Nagpur,Patna,Mumbai,General Network,Nagpur_Patna,Rural,Mini Truck,2140,0.57,Heavy Rain,0.522,5,0.45,1600,Express,Midday,Monday,129.408,48.0,129.408,4594.1,1,2024-09-23 13:00:00
SHP02282,Chennai,Kochi,,General Network,Chennai_Kochi,Rural,Container,1399,0.59,Storm,0.734,3,0.95,3500,Standard,Afternoon,Sunday,121.262,52.316,121.262,5081.2,1,2024-01-14 16:00:00
SHP02283,Mumbai,Nagpur,,General Network,Mumbai_Nagpur,Mixed,FTL Truck,1833,0.61,Clear,0.65,5,0.71,5000,Standard,Evening Rush,Thursday,48.254,41.033,48.254,1062.2,0,2024-04-18 20:00:00
SHP02284,Vizag,Bhopal,Coimbatore,General Network,Vizag_Bhopal,Expressway,Express Van,1057,0.45,Cloudy,0.454,1,0.46,850,Economy,Midday,Sunday,17.442,16.553,17.442,466.0,0,2024-07-28 13:00:00
SHP02285,Kochi,Hyderabad,Pune,General Network,Kochi_Hyderabad,City Road,Carting Vehicle,1492,0.55,Storm,0.606,0,0.69,800,Economy,Afternoon,Monday,202.518,76.884,202.518,8740.8,1,2024-05-27 16:00:00
SHP02286,Chennai,Surat,,General Network,Chennai_Surat,Highway,Express Van,2074,0.53,Rain,0.638,0,0.8,3500,Standard,Evening Rush,Sunday,46.421,31.385,46.421,1432.7,0,2024-10-27 21:00:00
SHP02287,Bhopal,Indore,Coimbatore,General Network,Bhopal_Indore,Highway,Container,1331,0.2,Fog,0.38,3,0.65,1200,Same-Day,Night,Friday,30.717,24.0,30.717,668.6,1,2024-09-27 22:00:00
SHP02288,Lucknow,Vizag,Patna,General Network,Lucknow_Vizag,Mixed,Express Van,2288,0.51,Storm,0.466,6,0.4,2000,Same-Day,Evening Rush,Sunday,90.619,24.0,90.619,3447.6,1,2024-11-03 18:00:00
SHP02289,Ahmedabad,Vadodara,,General Network,Ahmedabad_Vadodara,Rural,Mini Truck,1078,0.33,Cloudy,0.43,2,0.58,2600,Same-Day,Evening Rush,Monday,32.619,24.0,32.619,360.1,1,2024-07-08 18:00:00
SHP02290,Bangalore,Chennai,,Southern Corridor,Bangalore_Chennai,Mixed,Express Van,2297,0.44,Fog,0.532,5,0.67,4200,Economy,Morning Rush,Saturday,77.501,46.655,77.501,2652.6,0,2024-11-23 06:00:00
SHP02291,Surat,Vadodara,Hyderabad,General Network,Surat_Vadodara,Highway,Express Van,1434,0.77,Rain,0.682,3,0.55,1800,Same-Day,Midday,Tuesday,31.181,22.16,31.181,935.6,1,2024-06-04 11:00:00
SHP02292,Chandigarh,Chennai,Vadodara,General Network,Chandigarh_Chennai,City Road,Carting Vehicle,1765,0.94,Cloudy,0.936,6,0.93,1000,Express,Evening Rush,Sunday,121.541,48.0,121.541,3258.2,1,2024-07-07 21:00:00
SHP02293,Mumbai,Vadodara,,General Network,Mumbai_Vadodara,Expressway,FTL Truck,2122,0.63,Cloudy,0.75,4,0.93,5000,Express,Evening Rush,Friday,36.196,33.476,36.196,831.5,0,2024-03-15 21:00:00
SHP02294,Patna,Bhopal,,General Network,Patna_Bhopal,City Road,Mini Truck,1119,0.3,Clear,0.464,4,0.71,1100,Economy,Evening Rush,Monday,51.534,49.458,51.534,960.6,0,2024-12-02 21:00:00
SHP02295,Surat,Nagpur,Coimbatore,General Network,Surat_Nagpur,Highway,Express Van,693,1.0,,0.892,3,0.73,1800,Same-Day,Morning Rush,Sunday,13.922,14.676,13.922,383.4,0,2024-01-14 08:00:00
SHP02296,Vadodara,Ahmedabad,,General Network,Vadodara_Ahmedabad,City Road,Mini Truck,1513,0.42,Storm,0.476,1,0.56,750,Express,Morning Rush,Monday,130.187,48.0,130.187,4929.3,1,2024-12-09 08:00:00
SHP02297,Bhopal,Coimbatore,,General Network,Bhopal_Coimbatore,Highway,Mini Truck,1901,0.39,Clear,0.502,6,0.67,1200,Economy,Evening Rush,Thursday,40.81,37.685,40.81,864.4,0,2024-10-10 20:00:00
SHP02298,Coimbatore,Vizag,Kochi,General Network,Coimbatore_Vizag,Rural,Express Van,2335,0.74,Clear,0.768,5,0.81,900,Economy,Evening Rush,Saturday,82.847,61.012,82.847,2263.6,0,2024-11-16 21:00:00
SHP02299,Pune,Indore,,General Network,Pune_Indore,Highway,Express Van,1792,0.17,Heavy Rain,0.242,0,0.35,2800,Standard,Midday,Monday,40.136,27.592,40.136,1239.5,0,2024-10-07 13:00:00
SHP02300,Mumbai,Pune,Hyderabad,Mumbai-Pune Expressway,Mumbai_Pune,Expressway,Carting Vehicle,724,0.5,Fog,0.66,4,0.9,5000,Same-Day,Morning Rush,Friday,20.234,16.504,20.234,604.4,0,2024-06-07 08:00:00
SHP02301,Chandigarh,Ahmedabad,,General Network,Chandigarh_Ahmedabad,Highway,Container,2266,0.13,Heavy Rain,0.466,2,0.97,1000,Express,Night,Monday,62.227,48.0,62.227,1734.2,1,2024-08-05 22:00:00
SHP02302,Bhopal,Chandigarh,,General Network,Bhopal_Chandigarh,City Road,Mini Truck,2054,0.4,,0.452,3,,1200,Economy,Midday,Saturday,107.412,88.025,107.412,2532.3,0,2024-08-17 13:00:00
SHP02303,Surat,Lucknow,Vadodara,General Network,Surat_Lucknow,Highway,Mini Truck,146,0.53,Clear,0.61,2,0.73,1800,Same-Day,Morning Rush,Saturday,3.709,6.24,3.709,100.9,0,2024-09-14 08:00:00
SHP02304,Surat,Nagpur,Lucknow,General Network,Surat_Nagpur,Mixed,Carting Vehicle,1583,0.41,Heavy Rain,0.486,6,,1800,Express,Morning Rush,Monday,79.578,46.816,79.578,2664.0,1,2024-05-27 09:00:00
SHP02305,Bangalore,Indore,Surat,General Network,Bangalore_Indore,Highway,Container,2229,0.32,Heavy Rain,0.4,0,0.52,4200,Same-Day,Evening Rush,Sunday,63.812,24.0,63.812,1862.0,1,2024-07-14 19:00:00
SHP02306,Mumbai,Lucknow,,General Network,Mumbai_Lucknow,Expressway,FTL Truck,1490,0.14,Storm,0.444,2,0.9,5000,Same-Day,Midday,Monday,34.68,23.604,34.68,1139.8,1,2024-03-11 10:00:00
SHP02307,Mumbai,Bhopal,,General Network,Mumbai_Bhopal,Mixed,Mini Truck,1092,0.38,Fog,0.56,4,0.83,5000,Standard,Midday,Sunday,41.371,30.586,41.371,1268.9,0,2024-01-21 13:00:00
SHP02308,Indore,Pune,,General Network,Indore_Pune,Mixed,Express Van,1586,0.54,Cloudy,0.684,2,0.9,1400,Economy,Night,Saturday,42.088,31.27,42.088,1146.1,0,2024-01-20 22:00:00
SHP02309,Ahmedabad,Indore,,General Network,Ahmedabad_Indore,Highway,Express Van,1771,0.34,Rain,0.488,6,0.71,2600,Express,Midday,Monday,34.918,26.164,34.918,940.1,0,2024-07-01 12:00:00
SHP02310,Vizag,Mumbai,,General Network,Vizag_Mumbai,Rural,Mini Truck,1315,0.67,Storm,0.75,0,0.87,850,Economy,Night,Saturday,123.668,46.165,123.668,5471.9,1,2024-01-27 22:00:00
SHP02311,Pune,Bangalore,,General Network,Pune_Bangalore,Expressway,Mini Truck,514,0.97,Clear,0.97,4,0.97,2800,Standard,Midday,Friday,13.082,11.226,13.082,424.2,0,2024-12-13 11:00:00
SHP02312,Nagpur,Delhi,Patna,General Network,Nagpur_Delhi,Highway,Express Van,1622,0.33,Heavy Rain,0.41,1,0.53,1600,Same-Day,Morning Rush,Saturday,34.533,24.0,34.533,1014.2,1,2024-08-03 09:00:00
SHP02313,Kochi,Coimbatore,,General Network,Kochi_Coimbatore,Expressway,Carting Vehicle,1563,0.81,Heavy Rain,0.87,4,0.96,800,Express,Morning Rush,Friday,63.035,30.973,63.035,2465.9,1,2024-10-11 07:00:00
SHP02314,Coimbatore,Patna,,General Network,Coimbatore_Patna,Highway,Carting Vehicle,492,0.18,Heavy Rain,0.296,3,0.47,900,Express,Afternoon,Monday,16.409,13.191,16.409,492.5,0,2024-02-12 14:00:00
SHP02315,Jaipur,Chandigarh,,General Network,Jaipur_Chandigarh,Highway,FTL Truck,1606,0.86,Heavy Rain,0.68,0,0.41,2200,Same-Day,Evening Rush,Thursday,51.92,24.0,51.92,1910.7,1,2024-03-14 19:00:00
SHP02316,Lucknow,Indore,,General Network,Lucknow_Indore,Rural,Carting Vehicle,278,0.94,Clear,0.904,4,0.85,2000,Standard,Midday,Thursday,17.147,13.422,17.147,534.6,0,2024-01-11 12:00:00
SHP02317,Pune,Chandigarh,Kolkata,General Network,Pune_Chandigarh,City Road,Express Van,2052,0.76,Fog,0.636,1,0.45,2800,Economy,Afternoon,Monday,138.422,68.52,138.422,5246.4,1,2024-05-13 14:00:00
SHP02318,Bhopal,Chennai,Lucknow,General Network,Bhopal_Chennai,City Road,Express Van,468,0.24,Rain,0.336,3,0.48,1200,Express,Morning Rush,Tuesday,19.703,17.836,19.703,484.5,0,2024-03-19 08:00:00
SHP02319,Chennai,Indore,,General Network,Chennai_Indore,Rural,Container,1571,0.7,Clear,0.588,1,0.42,3500,Standard,Night,Thursday,64.448,56.407,64.448,1402.6,0,2024-02-01 22:00:00
SHP02320,Coimbatore,Kolkata,,General Network,Coimbatore_Kolkata,Highway,Mini Truck,1338,0.16,Heavy Rain,0.3,1,0.51,900,Express,Night,Saturday,35.948,27.632,35.948,1041.9,0,2024-09-07 22:00:00
SHP02321,Ahmedabad,Hyderabad,,General Network,Ahmedabad_Hyderabad,Expressway,Mini Truck,621,0.32,Heavy Rain,0.32,3,0.32,2600,Express,Night,Monday,16.203,12.9,16.203,536.4,0,2024-09-16 22:00:00
SHP02322,Kochi,Lucknow,,General Network,Kochi_Lucknow,Expressway,Mini Truck,2453,0.78,Fog,0.736,1,0.67,800,Economy,Evening Rush,Saturday,79.42,41.447,79.42,3043.8,0,2024-04-13 19:00:00
SHP02323,Chandigarh,Kolkata,Chennai,General Network,Chandigarh_Kolkata,Expressway,Container,1447,0.97,Heavy Rain,0.662,5,0.2,1000,Same-Day,Midday,Wednesday,50.155,24.0,50.155,1934.1,1,2024-01-17 12:00:00
SHP02324,Pune,Chennai,,General Network,Pune_Chennai,Expressway,Express Van,2385,0.32,Heavy Rain,0.284,1,0.23,2800,Standard,Morning Rush,Friday,49.914,31.997,49.914,1685.0,0,2024-12-06 09:00:00
SHP02325,Chennai,Bhopal,Indore,General Network,Chennai_Bhopal,Expressway,Carting Vehicle,606,0.32,Rain,0.316,0,0.31,3500,Standard,Midday,Saturday,15.042,14.635,15.042,392.2,0,2024-07-06 12:00:00
SHP02326,Jaipur,Ahmedabad,,General Network,Jaipur_Ahmedabad,Mixed,Express Van,1417,0.54,Heavy Rain,0.488,0,0.41,2200,Standard,Morning Rush,Tuesday,52.525,29.207,52.525,1919.3,0,2024-08-06 06:00:00
SHP02327,Kolkata,Jaipur,,General Network,Kolkata_Jaipur,Expressway,Express Van,804,0.46,Rain,0.66,3,0.96,3200,Standard,Morning Rush,Friday,15.981,11.145,15.981,517.3,0,2024-06-21 09:00:00
SHP02328,Vizag,Hyderabad,,General Network,Vizag_Hyderabad,Expressway,Carting Vehicle,349,0.4,Storm,0.624,1,0.96,850,Standard,Evening Rush,Monday,14.963,8.66,14.963,603.9,0,2024-09-02 21:00:00
SHP02329,Mumbai,Bhopal,,General Network,Mumbai_Bhopal,City Road,FTL Truck,1540,0.61,Storm,0.642,5,0.69,5000,Standard,Midday,Monday,146.423,58.398,146.423,6145.4,1,2024-09-30 12:00:00
SHP02330,Bangalore,Bhopal,,General Network,Bangalore_Bhopal,Mixed,FTL Truck,2021,0.36,Storm,0.436,1,0.55,4200,Express,Midday,Thursday,89.103,46.602,89.103,3325.2,1,2024-05-23 12:00:00
SHP02331,Pune,Mumbai,Indore,Mumbai-Pune Expressway,Pune_Mumbai,Mixed,FTL Truck,1693,0.41,Cloudy,0.578,5,0.83,2800,Standard,Evening Rush,Saturday,43.451,40.29,43.451,914.0,0,2024-05-25 21:00:00
SHP02332,Patna,Vizag,Chandigarh,General Network,Patna_Vizag,Mixed,FTL Truck,581,0.31,Fog,0.414,4,0.57,1100,Express,Midday,Tuesday,18.985,16.727,18.985,558.1,0,2024-04-16 11:00:00
SHP02333,Kolkata,Nagpur,Lucknow,General Network,Kolkata_Nagpur,Rural,Express Van,2353,0.63,Clear,0.73,1,0.88,3200,Standard,Afternoon,Wednesday,69.838,62.133,69.838,1462.2,0,2024-07-24 15:00:00
SHP02334,Patna,Kochi,,General Network,Patna_Kochi,Highway,Container,1848,0.26,Clear,0.552,6,0.99,1100,Economy,Evening Rush,Friday,40.575,39.673,40.575,803.9,0,2024-05-03 21:00:00
SHP02335,Nagpur,Indore,Bangalore,General Network,Nagpur_Indore,Highway,Container,166,0.32,Rain,0.428,0,0.59,1600,Same-Day,Midday,Thursday,4.441,4.927,4.441,120.0,0,2024-08-15 10:00:00
SHP02336,Ahmedabad,Indore,,General Network,Ahmedabad_Indore,Mixed,Express Van,1641,0.27,Storm,0.318,6,0.39,2600,Standard,Afternoon,Monday,66.099,32.38,66.099,2539.0,0,2024-02-12 15:00:00
SHP02337,Bangalore,Ahmedabad,,General Network,Bangalore_Ahmedabad,City Road,FTL Truck,1652,0.86,,0.736,1,0.55,4200,Express,Evening Rush,Tuesday,103.908,48.0,103.908,3402.5,1,2024-07-16 18:00:00
SHP02338,Ahmedabad,Jaipur,Surat,General Network,Ahmedabad_Jaipur,Highway,Express Van,865,0.15,Heavy Rain,0.346,1,0.64,2600,Standard,Afternoon,Saturday,19.749,15.987,19.749,620.8,0,2024-03-02 15:00:00
SHP02339,Delhi,Nagpur,Chandigarh,General Network,Delhi_Nagpur,Highway,FTL Truck,127,0.6,Fog,0.632,5,0.68,4800,Same-Day,Afternoon,Monday,5.857,6.255,5.857,256.2,0,2024-04-29 17:00:00
SHP02340,Ahmedabad,Indore,,General Network,Ahmedabad_Indore,Mixed,Mini Truck,1167,0.82,Rain,0.648,1,0.39,2600,Standard,Night,Friday,51.386,29.695,51.386,1786.5,0,2024-04-05 22:00:00
SHP02341,Indore,Coimbatore,,General Network,Indore_Coimbatore,Highway,Mini Truck,1324,0.39,Clear,0.45,1,0.54,1400,Economy,Afternoon,Friday,27.887,26.056,27.887,569.9,0,2024-12-06 15:00:00
SHP02342,Nagpur,Coimbatore,,General Network,Nagpur_Coimbatore,Highway,Carting Vehicle,2122,0.24,Heavy Rain,0.452,6,0.77,1600,Same-Day,Night,Sunday,66.922,24.0,66.922,1893.3,1,2024-08-25 22:00:00
SHP02343,Coimbatore,Chennai,,General Network,Coimbatore_Chennai,Expressway,FTL Truck,549,0.53,Storm,0.43,6,0.28,900,Express,Afternoon,Friday,18.147,11.32,18.147,742.1,0,2024-09-13 15:00:00
SHP02344,Lucknow,Patna,Nagpur,General Network,Lucknow_Patna,Expressway,Carting Vehicle,1165,0.5,Cloudy,0.676,3,0.94,2000,Standard,Afternoon,Wednesday,27.808,24.986,27.808,687.4,0,2024-07-24 16:00:00
SHP02345,Delhi,Kochi,Kolkata,General Network,Delhi_Kochi,Rural,Carting Vehicle,482,0.33,Heavy Rain,0.562,5,0.91,4800,Standard,Morning Rush,Friday,35.09,20.391,35.09,1248.5,0,2024-01-19 09:00:00
SHP02346,Patna,Pune,,General Network,Patna_Pune,Mixed,Container,745,0.67,Cloudy,0.69,3,0.72,1100,Standard,Afternoon,Saturday,27.251,21.871,27.251,758.6,0,2024-07-13 17:00:00
SHP02347,Bhopal,Jaipur,,General Network,Bhopal_Jaipur,Highway,Container,1397,0.16,,0.424,5,,1200,Standard,Midday,Thursday,26.428,31.2,26.428,353.0,0,2024-10-10 10:00:00
SHP02348,Bangalore,Hyderabad,,General Network,Bangalore_Hyderabad,Expressway,Express Van,372,0.79,Rain,0.61,5,0.34,4200,Express,Evening Rush,Wednesday,8.582,6.695,8.582,310.6,0,2024-05-29 18:00:00
SHP02349,Hyderabad,Lucknow,,General Network,Hyderabad_Lucknow,Mixed,Carting Vehicle,1291,0.96,Cloudy,0.676,3,0.25,3800,Express,Night,Wednesday,52.605,39.897,52.605,1435.0,1,2024-04-24 22:00:00
SHP02350,Vadodara,Nagpur,Pune,General Network,Vadodara_Nagpur,Highway,Container,1835,0.23,Storm,0.306,5,0.42,750,Same-Day,Evening Rush,Sunday,61.63,24.0,61.63,2078.7,1,2024-05-26 19:00:00
SHP02351,Ahmedabad,Chennai,,General Network,Ahmedabad_Chennai,Expressway,FTL Truck,1265,0.49,Rain,0.622,5,0.82,2600,Same-Day,Afternoon,Wednesday,23.191,20.924,23.191,592.5,0,2024-04-24 15:00:00
SHP02352,Ahmedabad,Chennai,,General Network,Ahmedabad_Chennai,Highway,Mini Truck,1423,0.58,Heavy Rain,0.612,5,0.66,2600,Standard,Midday,Thursday,54.744,28.923,54.744,2098.8,0,2024-09-26 13:00:00
SHP02353,Jaipur,Chennai,,General Network,Jaipur_Chennai,Rural,Express Van,1072,0.54,Storm,0.672,1,0.87,2200,Same-Day,Evening Rush,Tuesday,56.393,24.0,56.393,2140.7,1,2024-05-07 19:00:00
SHP02354,Chandigarh,Delhi,Mumbai,General Network,Chandigarh_Delhi,Highway,Container,1072,0.79,Storm,0.602,2,0.32,1000,Economy,Morning Rush,Wednesday,64.263,23.429,64.263,2909.9,0,2024-06-12 07:00:00
SHP02355,Kochi,Pune,Indore,General Network,Kochi_Pune,Expressway,FTL Truck,2452,0.57,Clear,0.622,4,0.7,800,Standard,Afternoon,Monday,38.932,34.639,38.932,787.3,0,2024-12-02 17:00:00
SHP02356,Chandigarh,Vadodara,Bhopal,General Network,Chandigarh_Vadodara,City Road,Container,1743,0.34,Fog,0.516,3,0.78,1000,Standard,Midday,Wednesday,113.434,72.0,113.434,3290.7,1,2024-11-06 11:00:00
SHP02357,Chennai,Bangalore,Jaipur,Southern Corridor,Chennai_Bangalore,Mixed,FTL Truck,1652,0.83,Rain,0.81,5,,3500,Same-Day,Morning Rush,Sunday,57.741,24.0,57.741,1812.5,1,2024-09-29 07:00:00
